2014-12-15 02:13:22:0419, setup_loaddata_begin
2014-12-15 02:13:24:0682, setup_loaddata_end
2014-12-15 02:13:24:0728, setup_createactions_begin
2014-12-15 02:13:24:0900, setup_createactions_end
2014-12-15 02:13:32:0513, search_update, regex
2014-12-15 02:17:32:0314, answer_create, 2166139
2014-12-15 02:17:32:0314, edge_create, Tuple[1,12,0.12368157012896386,4,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0314, answer_create, 4842983
2014-12-15 02:17:32:0330, edge_create, Tuple[1,13,0.6227568193053596,4,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0330, answer_create, 1775500
2014-12-15 02:17:32:0330, edge_create, Tuple[1,14,0.5606261485440799,4,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0330, edge_create, Tuple[0,15,0.10483664389057856,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0330, edge_create, Tuple[15,16,0.38713880104086973,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0345, edge_create, Tuple[15,17,0.4927898654749209,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0345, edge_create, Tuple[15,18,0.4151464599811916,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0361, edge_create, Tuple[15,19,0.2803658678531593,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0361, edge_create, Tuple[15,20,0.527189433564258,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0376, edge_create, Tuple[15,21,0.17847541639435138,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0376, edge_create, Tuple[15,22,0.20075048388270667,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0392, edge_create, Tuple[15,23,0.6301474018007825,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0408, edge_create, Tuple[15,24,0.5297282173319929,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0408, edge_create, Tuple[15,25,0.5583096457596611,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0423, edge_create, Tuple[15,26,0.8165276195012958,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0423, edge_create, Tuple[15,27,0.6525125145438689,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0439, edge_create, Tuple[15,28,0.039904025527707776,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0439, edge_create, Tuple[15,29,0.881942672771965,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0454, edge_create, Tuple[15,30,0.48004892842768054,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0454, edge_create, Tuple[15,31,0.9019979853801252,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0470, edge_create, Tuple[15,32,0.27786320768978967,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0470, edge_create, Tuple[15,33,0.4137882225760432,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0486, edge_create, Tuple[15,34,0.6349627224339429,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0501, edge_create, Tuple[15,35,0.9192914566100713,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0501, edge_create, Tuple[15,36,0.030368262905630883,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0517, edge_create, Tuple[15,37,0.28426085846930105,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0517, edge_create, Tuple[15,38,0.18533524586600225,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0532, edge_create, Tuple[15,39,0.9366903236478399,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0532, edge_create, Tuple[15,40,0.3862910206390613,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0548, edge_create, Tuple[15,41,0.7666883963892989,1,0.0,1418670802950,1418670802950]
2014-12-15 02:17:32:0564, discussion_open, 39399
2014-12-15 02:17:32:0564, setup_loaddata_begin
2014-12-15 02:17:34:0267, setup_loaddata_end
2014-12-15 02:17:34:0267, setup_createactions_begin
2014-12-15 02:17:34:0298, setup_createactions_end
2014-12-15 02:18:14:0989, edge_create, Tuple[136,501,0.6671091329382192,2,1.0,1418075694546,1418075694546]
2014-12-15 02:18:15:0397, pattern_change_open
2014-12-15 02:18:15:0397, list_mouseentered, type=detailAnswersList
2014-12-15 02:18:15:0428, edge_create, Tuple[0,1,0.6193749955214997,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0428, answer_create, 14811399
2014-12-15 02:18:15:0428, edge_create, Tuple[1,2,0.1728642993711922,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0428, answer_create, 15551450
2014-12-15 02:18:15:0428, edge_create, Tuple[1,3,0.3063157688360274,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0428, answer_create, 15905476
2014-12-15 02:18:15:0428, edge_create, Tuple[1,4,0.726851122469383,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0428, answer_create, 16113198
2014-12-15 02:18:15:0428, edge_create, Tuple[1,5,0.6581368884807898,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0428, answer_create, 16638674
2014-12-15 02:18:15:0428, edge_create, Tuple[1,6,0.7915970111092736,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0428, answer_create, 40745
2014-12-15 02:18:15:0428, edge_create, Tuple[1,7,0.605600817862838,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0428, answer_create, 43879
2014-12-15 02:18:15:0444, edge_create, Tuple[1,8,0.01551635850507127,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0444, answer_create, 39599
2014-12-15 02:18:15:0444, edge_create, Tuple[1,9,0.6417640287122368,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0444, answer_create, 42614
2014-12-15 02:18:15:0444, edge_create, Tuple[1,10,0.18584246278377625,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0444, answer_create, 318846
2014-12-15 02:18:15:0444, edge_create, Tuple[1,11,0.8127992746808136,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0444, answer_create, 2166139
2014-12-15 02:18:15:0444, edge_create, Tuple[1,12,0.6822489795272118,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0444, answer_create, 4842983
2014-12-15 02:18:15:0444, edge_create, Tuple[1,13,0.3910956577728725,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0444, answer_create, 1775500
2014-12-15 02:18:15:0444, edge_create, Tuple[1,14,0.2942771037273819,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0444, edge_create, Tuple[0,15,0.9335746913592472,2,1.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0444, pattern_create, 2
2014-12-15 02:18:15:0444, edge_create, Tuple[15,16,0.23318617006644715,2,1.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0444, edge_create, Tuple[0,17,0.8225735285276211,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0444, edge_create, Tuple[17,18,0.2794759167054516,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0461, edge_create, Tuple[17,19,0.21569152961544447,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0461, edge_create, Tuple[17,20,0.4105004606134952,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0477, edge_create, Tuple[17,21,0.7831472391005418,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0477, edge_create, Tuple[17,22,0.23834531162889439,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0493, edge_create, Tuple[17,23,0.6405563254949899,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0493, edge_create, Tuple[17,24,0.8371364417562435,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0508, edge_create, Tuple[17,25,0.46133717707693234,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0508, edge_create, Tuple[17,26,0.3724800196456849,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0524, edge_create, Tuple[17,27,0.11153719625412106,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0524, edge_create, Tuple[17,28,0.5757102078442489,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0539, edge_create, Tuple[17,29,0.04172207469051903,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0539, edge_create, Tuple[17,30,0.8845872582905795,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0555, edge_create, Tuple[17,31,0.6122854651182812,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0555, edge_create, Tuple[17,32,0.7432035168995913,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0571, edge_create, Tuple[17,33,0.0523441237462382,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0586, edge_create, Tuple[17,34,0.5009116867518082,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0586, edge_create, Tuple[17,35,0.6561349166702436,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0602, edge_create, Tuple[17,36,0.847498770548158,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0602, edge_create, Tuple[17,37,0.4180019649840072,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0617, edge_create, Tuple[17,38,0.18463224253732946,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0617, edge_create, Tuple[17,39,0.6767556891596795,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0633, edge_create, Tuple[17,40,0.5674651526128769,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0633, edge_create, Tuple[17,41,0.577128161988479,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0649, edge_create, Tuple[17,42,0.30149268814681296,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0649, edge_create, Tuple[17,43,0.6205913431457205,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:15:0664, discussion_open, 39399
2014-12-15 02:18:15:0664, setup_loaddata_begin
2014-12-15 02:18:17:0365, setup_loaddata_end
2014-12-15 02:18:17:0365, setup_createactions_begin
2014-12-15 02:18:17:0411, setup_createactions_end
2014-12-15 02:18:47:0456, list_mouseentered, type=detailAnswersList
2014-12-15 02:18:47:0643, list_mouseexited, type=detailAnswersList
2014-12-15 02:18:47:0721, diag_detail_itementered, id=0.6205913431457205, type=1
2014-12-15 02:18:47:0768, diag_detail_itemexited, id=0.6205913431457205, type=1
2014-12-15 02:18:49:0297, list_mouseentered, id=24723, type=1
2014-12-15 02:18:49:0297, list_mousemoved, id=24723, type=1
2014-12-15 02:18:49:0328, list_mousemoved, id=24723, type=1
2014-12-15 02:18:49:0359, list_mousemoved, id=24723, type=1
2014-12-15 02:18:49:0499, list_mousemoved, id=24723, type=1
2014-12-15 02:18:49:0531, list_mousemoved, id=24723, type=1
2014-12-15 02:18:49:0531, list_mousemoved, id=24723, type=1
2014-12-15 02:18:49:0577, list_mouseexited
2014-12-15 02:18:50:0623, list_pattern_mouseentered, id=1, type=0
2014-12-15 02:18:50:0623, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:50:0669, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:50:0701, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:50:0825, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:50:0841, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:50:0857, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:50:0888, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:50:0888, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:50:0919, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:50:0950, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:50:0966, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:50:0981, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:51:0013, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:51:0013, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:51:0044, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:51:0059, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:51:0091, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:51:0153, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:51:0169, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:51:0200, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:18:51:0527, list_pattern_itemclicked, id=1, type=0
2014-12-15 02:18:51:0543, edge_create, Tuple[0,1,0.42483889313956347,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:51:0543, edge_create, Tuple[1,2,0.4213928927232057,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:51:0559, edge_create, Tuple[1,3,0.6762699000702083,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:51:0574, edge_create, Tuple[1,4,0.31509818264137435,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:51:0590, pattern_open, 1
2014-12-15 02:18:52:0058, list_pattern_mouseexited
2014-12-15 02:18:52:0058, list_mouseentered, type=detailAnswersList
2014-12-15 02:18:52:0323, list_mouseexited, type=detailAnswersList
2014-12-15 02:18:53:0649, diag_detail_itementered, id=0.4213928927232057, type=1
2014-12-15 02:18:53:0680, diag_detail_itemexited, id=0.4213928927232057, type=1
2014-12-15 02:18:54:0335, diag_detail_itementered, id=22115, type=1
2014-12-15 02:18:55:0757, diag_detail_itemclicked, id=22115, type=1
2014-12-15 02:18:57:0520, diag_detail_itemclicked, id=22115, type=1
2014-12-15 02:18:57:0738, edge_create, Tuple[0,1,0.5792671921907657,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0738, answer_create, 22132
2014-12-15 02:18:57:0738, edge_create, Tuple[1,2,0.7229585256409669,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0738, answer_create, 22133
2014-12-15 02:18:57:0754, edge_create, Tuple[1,3,0.5393329731115748,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0754, answer_create, 22142
2014-12-15 02:18:57:0754, edge_create, Tuple[1,4,0.5261870984053576,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0754, answer_create, 22163
2014-12-15 02:18:57:0754, edge_create, Tuple[1,5,0.5794707624295214,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0754, answer_create, 245381
2014-12-15 02:18:57:0754, edge_create, Tuple[1,6,0.023720737813330395,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0754, answer_create, 280105
2014-12-15 02:18:57:0754, edge_create, Tuple[1,7,0.9507359630742767,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0754, answer_create, 412989
2014-12-15 02:18:57:0754, edge_create, Tuple[1,8,0.6335684657766038,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0754, answer_create, 1590630
2014-12-15 02:18:57:0754, edge_create, Tuple[1,9,0.5444653179657739,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0754, answer_create, 12151715
2014-12-15 02:18:57:0754, edge_create, Tuple[1,10,0.9118898239844554,4,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0754, edge_create, Tuple[0,11,0.647977201155632,2,1.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0754, pattern_create, 1
2014-12-15 02:18:57:0754, edge_create, Tuple[11,12,0.26589403588759264,2,1.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0754, edge_create, Tuple[0,13,0.8269024611153828,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0754, edge_create, Tuple[13,14,0.980612809941626,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0769, edge_create, Tuple[13,15,0.8742608007407983,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0769, edge_create, Tuple[13,16,0.4665903646429804,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0787, edge_create, Tuple[13,17,0.5977312639009128,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0803, edge_create, Tuple[13,18,0.13840690090993646,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0818, edge_create, Tuple[13,19,0.3716897892131289,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0818, edge_create, Tuple[13,20,0.7411818729186922,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0834, edge_create, Tuple[13,21,0.6495420284007044,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0834, edge_create, Tuple[13,22,0.7078937989504117,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0849, edge_create, Tuple[13,23,0.19532969994687832,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0849, edge_create, Tuple[13,24,0.7242284661090372,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0865, edge_create, Tuple[13,25,0.4728220808565464,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0865, edge_create, Tuple[13,26,0.8350816650905101,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0881, edge_create, Tuple[13,27,0.13723553489143647,1,0.0,1418670802950,1418670802950]
2014-12-15 02:18:57:0896, discussion_open, 22115
2014-12-15 02:18:57:0896, diag_detail_itemclicked, id=22115, type=1
2014-12-15 02:18:59:0146, diag_detail_itementered, id=0.5792671921907657, type=4
2014-12-15 02:18:59:0193, diag_detail_itemexited, id=0.5792671921907657, type=4
2014-12-15 02:18:59:0224, diag_detail_itementered, id=-19445210, type=3
2014-12-15 02:18:59:0239, diag_detail_itemexited, id=-19445210, type=3
2014-12-15 02:18:59:0317, answer_open, VisualItem[tree.nodes,6,id=245381,type=20,title=,body=<p>I know there's already an accepted answer, but I've been using <strong>RedGate's Data Generator</strong> (the one mentioned in Craig's answer) and it works REALLY well for everything I've thrown at it. It's quick and that leaves me wanting to use the same regex to generate the real data for things like registration codes that this thing spits out.</p>

<p>It takes a regex like:</p>

<pre><code>[A-Z0-9]{3,3}-[A-Z0-9]{3,3}
</code></pre>

<p>and it generates tons of unique codes like:</p>

<pre><code>LLK-32U
</code></pre>

<p>Is this some big secret algorithm that RedGate figured out and we're all out of luck or is it something that us mere mortals actually could do?</p>
,solution=,x=0.0,y=0.0,viewcount=0,answercount=0,acceptedanswerid=-1,owner=Anonymous,lasteditdate=1418670802950L,lastactivitydate=0L,tags=,score=2,searchfield=]
2014-12-15 02:18:59:0333, answer_open, VisualItem[tree.nodes,6,id=245381,type=20,title=,body=<p>I know there's already an accepted answer, but I've been using <strong>RedGate's Data Generator</strong> (the one mentioned in Craig's answer) and it works REALLY well for everything I've thrown at it. It's quick and that leaves me wanting to use the same regex to generate the real data for things like registration codes that this thing spits out.</p>

<p>It takes a regex like:</p>

<pre><code>[A-Z0-9]{3,3}-[A-Z0-9]{3,3}
</code></pre>

<p>and it generates tons of unique codes like:</p>

<pre><code>LLK-32U
</code></pre>

<p>Is this some big secret algorithm that RedGate figured out and we're all out of luck or is it something that us mere mortals actually could do?</p>
,solution=,x=0.0,y=0.0,viewcount=0,answercount=0,acceptedanswerid=-1,owner=Anonymous,lasteditdate=1418670802950L,lastactivitydate=0L,tags=,score=2,searchfield=]
2014-12-15 02:18:59:0333, diag_detail_itementered, id=245381, type=20
2014-12-15 02:18:59:0380, diag_detail_itemexited, id=245381, type=20
2014-12-15 02:19:00:0035, answer_open, VisualItem[tree.nodes,5,id=22163,type=20,title=,body=<p>On stackoverflow podcast 11:</p>

<blockquote>
  <p>Spolsky:  Yep.  There's a new product also, if you don't want to use the Team System there our friends at Redgate have a product called SQL Data Generator [<a href="http://www.red-gate.com/products/sql_data_generator/index.htm" rel="nofollow">http://www.red-gate.com/products/sql_data_generator/index.htm</a>].  It's $295, and it just generates some realistic test data.  And it does things like actually generate real cities in the city column that actually exist, and then when it generates those it'll get the state right, instead of getting the state wrong, or putting states into German cities and stuff like... you know, it generates pretty realistic looking data.  I'm not really sure what all the features are.</p>
</blockquote>

<p>This is probably not what you are looking for, but it might be a good starting off point, instead of creating your own.</p>

<p>I can't seem to find anything in google, so I would suggest tackling the problem by parsing a given regular expression into the smallest units of work (\w, [x-x], \d, etc) and writing some basic methods to support those regular expression phrases.</p>

<p>So for \w you would have a method getRandomLetter() which returns any random letter, and you would also have getRandomLetter(char startLetter, char endLetter) which gives you a random letter between the two values.</p>
,solution=,x=0.0,y=0.0,viewcount=0,answercount=0,acceptedanswerid=-1,owner=Anonymous,lasteditdate=1418670802950L,lastactivitydate=0L,tags=,score=3,searchfield=]
2014-12-15 02:19:00:0035, answer_open, VisualItem[tree.nodes,5,id=22163,type=20,title=,body=<p>On stackoverflow podcast 11:</p>

<blockquote>
  <p>Spolsky:  Yep.  There's a new product also, if you don't want to use the Team System there our friends at Redgate have a product called SQL Data Generator [<a href="http://www.red-gate.com/products/sql_data_generator/index.htm" rel="nofollow">http://www.red-gate.com/products/sql_data_generator/index.htm</a>].  It's $295, and it just generates some realistic test data.  And it does things like actually generate real cities in the city column that actually exist, and then when it generates those it'll get the state right, instead of getting the state wrong, or putting states into German cities and stuff like... you know, it generates pretty realistic looking data.  I'm not really sure what all the features are.</p>
</blockquote>

<p>This is probably not what you are looking for, but it might be a good starting off point, instead of creating your own.</p>

<p>I can't seem to find anything in google, so I would suggest tackling the problem by parsing a given regular expression into the smallest units of work (\w, [x-x], \d, etc) and writing some basic methods to support those regular expression phrases.</p>

<p>So for \w you would have a method getRandomLetter() which returns any random letter, and you would also have getRandomLetter(char startLetter, char endLetter) which gives you a random letter between the two values.</p>
,solution=,x=0.0,y=0.0,viewcount=0,answercount=0,acceptedanswerid=-1,owner=Anonymous,lasteditdate=1418670802950L,lastactivitydate=0L,tags=,score=3,searchfield=]
2014-12-15 02:19:00:0035, diag_detail_itementered, id=22163, type=20
2014-12-15 02:19:00:0113, diag_detail_itemexited, id=22163, type=20
2014-12-15 02:19:00:0285, answer_open, VisualItem[tree.nodes,3,id=22133,type=21,title=,body=<p><strong>Edit:</strong> </p>

<p>As mentioned in the comments, there is a library available at Google Code to acheive this:
<a href="http://code.google.com/p/xeger">http://code.google.com/p/xeger</a></p>

<p><strong>Original message:</strong></p>

<p>Firstly, with a complex enough regexp, i beleive this can be impossible. But you should be able to put something together for simple regexps.</p>

<p>If you take a look at the source code of the class java.util.regex.Pattern, you'll see that it uses an internal representation of Node instances. Each of the different pattern components have their own implementation of a Node subclass. These Nodes are organised into a tree.</p>

<p>By producing a visitor that traverses this tree, you should be able to call an overloaded generator method or some kind of Builder that cobbles something together.</p>
,solution=,x=0.0,y=0.0,viewcount=0,answercount=0,acceptedanswerid=-1,owner=Anonymous,lasteditdate=1418670802950L,lastactivitydate=0L,tags=,score=10,searchfield=]
2014-12-15 02:19:00:0285, answer_open, VisualItem[tree.nodes,3,id=22133,type=21,title=,body=<p><strong>Edit:</strong> </p>

<p>As mentioned in the comments, there is a library available at Google Code to acheive this:
<a href="http://code.google.com/p/xeger">http://code.google.com/p/xeger</a></p>

<p><strong>Original message:</strong></p>

<p>Firstly, with a complex enough regexp, i beleive this can be impossible. But you should be able to put something together for simple regexps.</p>

<p>If you take a look at the source code of the class java.util.regex.Pattern, you'll see that it uses an internal representation of Node instances. Each of the different pattern components have their own implementation of a Node subclass. These Nodes are organised into a tree.</p>

<p>By producing a visitor that traverses this tree, you should be able to call an overloaded generator method or some kind of Builder that cobbles something together.</p>
,solution=,x=0.0,y=0.0,viewcount=0,answercount=0,acceptedanswerid=-1,owner=Anonymous,lasteditdate=1418670802950L,lastactivitydate=0L,tags=,score=10,searchfield=]
2014-12-15 02:19:00:0285, diag_detail_itementered, id=22133, type=21
2014-12-15 02:19:00:0347, diag_detail_itemexited, id=22133, type=21
2014-12-15 02:19:00:0675, answer_open, VisualItem[tree.nodes,3,id=22133,type=21,title=,body=<p><strong>Edit:</strong> </p>

<p>As mentioned in the comments, there is a library available at Google Code to acheive this:
<a href="http://code.google.com/p/xeger">http://code.google.com/p/xeger</a></p>

<p><strong>Original message:</strong></p>

<p>Firstly, with a complex enough regexp, i beleive this can be impossible. But you should be able to put something together for simple regexps.</p>

<p>If you take a look at the source code of the class java.util.regex.Pattern, you'll see that it uses an internal representation of Node instances. Each of the different pattern components have their own implementation of a Node subclass. These Nodes are organised into a tree.</p>

<p>By producing a visitor that traverses this tree, you should be able to call an overloaded generator method or some kind of Builder that cobbles something together.</p>
,solution=,x=0.0,y=0.0,viewcount=0,answercount=0,acceptedanswerid=-1,owner=Anonymous,lasteditdate=1418670802950L,lastactivitydate=0L,tags=,score=10,searchfield=]
2014-12-15 02:19:00:0675, answer_open, VisualItem[tree.nodes,3,id=22133,type=21,title=,body=<p><strong>Edit:</strong> </p>

<p>As mentioned in the comments, there is a library available at Google Code to acheive this:
<a href="http://code.google.com/p/xeger">http://code.google.com/p/xeger</a></p>

<p><strong>Original message:</strong></p>

<p>Firstly, with a complex enough regexp, i beleive this can be impossible. But you should be able to put something together for simple regexps.</p>

<p>If you take a look at the source code of the class java.util.regex.Pattern, you'll see that it uses an internal representation of Node instances. Each of the different pattern components have their own implementation of a Node subclass. These Nodes are organised into a tree.</p>

<p>By producing a visitor that traverses this tree, you should be able to call an overloaded generator method or some kind of Builder that cobbles something together.</p>
,solution=,x=0.0,y=0.0,viewcount=0,answercount=0,acceptedanswerid=-1,owner=Anonymous,lasteditdate=1418670802950L,lastactivitydate=0L,tags=,score=10,searchfield=]
2014-12-15 02:19:00:0675, diag_detail_itementered, id=22133, type=21
2014-12-15 02:19:00:0737, diag_detail_itemexited, id=22133, type=21
2014-12-15 02:19:04:0998, diag_detail_itementered, id=0.5444653179657739, type=4
2014-12-15 02:19:05:0029, diag_detail_itemexited, id=0.5444653179657739, type=4
2014-12-15 02:19:05:0045, diag_detail_itementered, id=0.5444653179657739, type=4
2014-12-15 02:19:05:0076, diag_detail_itemexited, id=0.5444653179657739, type=4
2014-12-15 02:19:05:0138, diag_detail_itementered, id=-19445210, type=3
2014-12-15 02:19:05:0154, diag_detail_itemexited, id=-19445210, type=3
2014-12-15 02:19:05:0934, list_mouseentered, type=detailRelatedList, item=2968
2014-12-15 02:19:06:0027, list_mouseexited, type=detailRelatedList
2014-12-15 02:19:07:0650, diag_detail_itementered, id=-777881967, type=3
2014-12-15 02:19:07:0681, diag_detail_itemexited, id=-777881967, type=3
2014-12-15 02:19:08:0945, diag_itementered, id=20227, type=1
2014-12-15 02:19:08:0976, diag_itemexited, id=20227, type=1
2014-12-15 02:19:09:0069, list_pattern_mouseentered, id=1, type=0
2014-12-15 02:19:09:0069, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:19:09:0116, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:19:09:0132, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:19:09:0163, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:19:09:0179, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:19:09:0194, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:19:09:0225, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:19:09:0335, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:19:09:0366, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:19:09:0381, list_pattern_mouseexited
2014-12-15 02:19:09:0631, list_pattern_mouseentered, id=1, type=0
2014-12-15 02:19:09:0631, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:19:09:0662, list_pattern_mousemoved, id=1, type=0
2014-12-15 02:19:09:0678, list_pattern_mousemoved, id=1, type=0
