2014-12-18 02:47:51:0339, setup_loaddata_begin
2014-12-18 02:47:53:0759, setup_loaddata_end
2014-12-18 02:47:54:0227, setup_createactions_begin
2014-12-18 02:47:54:0617, setup_createactions_end
2014-12-18 02:48:37:0783, search_update, unix
2014-12-18 02:48:43:0399, search_update, \
2014-12-18 02:48:45:0006, search_update, 
2014-12-18 02:57:15:0719, diag_detail_itemclicked, id=27129, type=1
2014-12-18 02:57:17:0716, diag_detail_itementered, id=1249919513, type=3
2014-12-18 02:57:18:0293, diag_detail_itemclicked, id=1249919513, type=3
2014-12-18 02:57:19:0214, diag_detail_itemexited, id=1249919513, type=3
2014-12-18 02:57:19:0245, diag_detail_itementered, id=0.785780287128971, type=1
2014-12-18 02:57:19:0260, diag_detail_itemexited, id=0.785780287128971, type=1
2014-12-18 02:57:19:0604, diag_detail_itementered, id=0.785780287128971, type=1
2014-12-18 02:57:19:0619, diag_detail_itemexited, id=0.785780287128971, type=1
2014-12-18 02:57:19:0635, diag_detail_itementered, id=0.21629991003116422, type=1
2014-12-18 02:57:19:0650, diag_detail_itemexited, id=0.21629991003116422, type=1
2014-12-18 02:57:19:0650, diag_detail_itementered, id=0.19088571845117608, type=1
2014-12-18 02:57:19:0682, diag_detail_itemexited, id=0.19088571845117608, type=1
2014-12-18 02:57:19:0682, diag_detail_itementered, id=0.24599023535875464, type=1
2014-12-18 02:57:19:0697, diag_detail_itemexited, id=0.24599023535875464, type=1
2014-12-18 02:57:19:0994, diag_detail_itementered, id=27129, type=1
2014-12-18 02:57:20:0930, diag_detail_itemexited, id=27129, type=1
2014-12-18 02:57:22:0521, diag_detail_itementered, id=27129, type=1
2014-12-18 02:57:22:0646, diag_detail_itemexited, id=27129, type=1
2014-12-18 02:57:23:0909, diag_detail_itementered, id=0.5549507859553529, type=4
2014-12-18 02:57:23:0925, diag_detail_itemexited, id=0.5549507859553529, type=4
2014-12-18 02:57:23:0972, diag_detail_itementered, id=0.7325008304446897, type=2
2014-12-18 02:57:23:0987, diag_detail_itemexited, id=0.7325008304446897, type=2
2014-12-18 02:57:24:0159, diag_detail_itementered, id=27129, type=1
2014-12-18 02:57:24:0174, diag_detail_itemexited, id=27129, type=1
2014-12-18 02:57:24:0190, diag_detail_itementered, id=27129, type=1
2014-12-18 02:57:24:0206, diag_detail_itemexited, id=27129, type=1
2014-12-18 02:57:24:0237, diag_detail_itementered, id=27129, type=1
2014-12-18 02:57:24:0814, diag_detail_itemclicked, id=27129, type=1
2014-12-18 02:57:25:0407, diag_detail_itemexited, id=27129, type=1
2014-12-18 02:57:25:0734, diag_detail_itementered, id=27129, type=1
2014-12-18 02:57:28:0745, diag_detail_itemexited, id=27129, type=1
2014-12-18 02:57:28:0933, list_mouseentered, type=detailRelatedList, item=56347
2014-12-18 02:57:29:0962, list_mouseexited, type=detailRelatedList
2014-12-18 02:57:30:0087, diag_detail_itementered, id=0.5549507859553529, type=4
2014-12-18 02:57:30:0118, diag_detail_itemexited, id=0.5549507859553529, type=4
2014-12-18 02:57:30:0196, diag_detail_itementered, id=0.7325008304446897, type=2
2014-12-18 02:57:30:0212, diag_detail_itemexited, id=0.7325008304446897, type=2
2014-12-18 02:57:30:0290, diag_detail_itementered, id=27129, type=1
2014-12-18 02:57:30:0352, diag_detail_itemexited, id=27129, type=1
2014-12-18 02:57:30:0649, diag_detail_itementered, id=27129, type=1
2014-12-18 02:57:31:0460, diag_detail_itemexited, id=27129, type=1
2014-12-18 02:57:31:0865, diag_detail_itementered, id=0.7325008304446897, type=2
2014-12-18 02:57:31:0881, diag_detail_itemexited, id=0.7325008304446897, type=2
2014-12-18 02:57:31:0943, diag_detail_itementered, id=27129, type=1
2014-12-18 02:57:37:0809, diag_detail_itemexited, id=27129, type=1
2014-12-18 02:57:38:0183, diag_detail_itementered, id=27129, type=1
2014-12-18 02:57:45:0110, diag_detail_itemexited, id=27129, type=1
2014-12-18 02:57:45:0718, diag_detail_itementered, id=1390097766, type=3
2014-12-18 02:57:46:0514, diag_detail_itemexited, id=1390097766, type=3
2014-12-18 02:57:46:0764, diag_detail_itementered, id=0.8480925454275042, type=2
2014-12-18 02:57:46:0795, diag_detail_itemexited, id=0.8480925454275042, type=2
2014-12-18 02:57:46:0888, diag_detail_itementered, id=1390097766, type=3
2014-12-18 02:57:46:0935, diag_detail_itemexited, id=1390097766, type=3
2014-12-18 02:57:47:0076, diag_detail_itementered, id=1390097766, type=3
2014-12-18 02:57:47:0388, diag_detail_itemclicked, id=1390097766, type=3
2014-12-18 02:57:47:0996, diag_detail_itemexited, id=1390097766, type=3
2014-12-18 02:57:48:0339, diag_detail_itementered, id=1390097766, type=3
2014-12-18 02:57:48:0604, diag_detail_itemclicked, id=1390097766, type=3
2014-12-18 02:57:48:0776, diag_detail_itemclicked, id=1390097766, type=3
2014-12-18 02:57:49:0135, diag_detail_itemclicked, id=1390097766, type=3
2014-12-18 02:57:49:0291, diag_detail_itemclicked, id=1390097766, type=3
2014-12-18 02:57:49:0322, diag_detail_itemexited, id=1390097766, type=3
2014-12-18 02:57:49:0322, diag_detail_itementered, id=0.8480925454275042, type=2
2014-12-18 02:57:49:0338, diag_detail_itemexited, id=0.8480925454275042, type=2
2014-12-18 02:57:49:0587, diag_detail_itementered, id=0.8480925454275042, type=2
2014-12-18 02:57:49:0603, diag_detail_itemexited, id=0.8480925454275042, type=2
2014-12-18 02:57:49:0650, diag_detail_itementered, id=1, type=0
2014-12-18 02:57:50:0632, diag_detail_itemclicked, id=1, type=0
2014-12-18 02:57:51:0069, edge_create, Tuple[0,1,0.19917103059960584,1,0.0,1418932071870,1418932071870]
2014-12-18 02:57:51:0069, edge_create, Tuple[1,2,0.31709345074790674,1,0.0,1418932071870,1418932071870]
2014-12-18 02:57:51:0085, edge_create, Tuple[1,3,0.7422868215665591,1,0.0,1418932071870,1418932071870]
2014-12-18 02:57:51:0116, pattern_open, 1
2014-12-18 02:57:51:0116, diag_detail_itemclicked, id=1, type=0
2014-12-18 02:57:52:0442, diag_detail_itementered, id=0.31709345074790674, type=1
2014-12-18 02:57:52:0458, diag_detail_itemexited, id=0.31709345074790674, type=1
2014-12-18 02:57:52:0614, diag_detail_itementered, id=-1793536769, type=3
2014-12-18 02:57:53:0425, diag_detail_itemclicked, id=-1793536769, type=3
2014-12-18 02:57:53:0596, diag_detail_itemclicked, id=-1793536769, type=3
2014-12-18 02:57:53:0784, diag_detail_itemexited, id=-1793536769, type=3
2014-12-18 02:57:54:0174, diag_detail_itementered, id=1, type=0
2014-12-18 02:57:55:0032, diag_detail_itemexited, id=1, type=0
2014-12-18 02:57:55:0671, diag_detail_itementered, id=0.31709345074790674, type=1
2014-12-18 02:57:55:0702, diag_detail_itemexited, id=0.31709345074790674, type=1
2014-12-18 02:57:55:0780, diag_detail_itementered, id=27065, type=1
2014-12-18 02:57:56:0576, diag_detail_itemexited, id=27065, type=1
2014-12-18 02:57:58:0744, diag_detail_itementered, id=27129, type=1
2014-12-18 02:58:00:0866, diag_detail_itemexited, id=27129, type=1
2014-12-18 02:58:01:0397, diag_detail_itementered, id=27065, type=1
2014-12-18 02:58:18:0104, diag_detail_itemexited, id=27065, type=1
2014-12-18 02:58:19:0056, list_mouseentered, type=detailRelatedList, item=27129
2014-12-18 02:58:19:0165, list_mouseexited, type=detailRelatedList
2014-12-18 02:58:22:0847, search_update, junit
2014-12-18 02:58:24:0220, list_mouseentered, id=34571, type=1
2014-12-18 02:58:24:0220, list_mousemoved, id=34571, type=1
2014-12-18 02:58:24:0235, list_mousemoved, id=34571, type=1
2014-12-18 02:58:24:0251, list_mousemoved, id=34571, type=1
2014-12-18 02:58:24:0251, list_mousemoved, id=34571, type=1
2014-12-18 02:58:24:0266, list_mousemoved, id=34571, type=1
2014-12-18 02:58:24:0282, list_mousemoved, id=34571, type=1
2014-12-18 02:58:24:0298, list_mousemoved, id=34571, type=1
2014-12-18 02:58:24:0313, list_mousemoved, id=34571, type=1
2014-12-18 02:58:24:0360, list_mousemoved, id=34571, type=1
2014-12-18 02:59:31:0051, list_mousemoved, id=34571, type=1
2014-12-18 02:59:31:0051, list_mousemoved, id=34571, type=1
2014-12-18 02:59:31:0066, list_mouseexited
2014-12-18 02:59:38:0433, search_update, xml
2014-12-18 02:59:49:0338, list_mouseentered, id=35785, type=1
2014-12-18 02:59:49:0338, list_mousemoved, id=35785, type=1
2014-12-18 02:59:49:0369, list_mousemoved, id=35785, type=1
2014-12-18 02:59:49:0369, list_mousemoved, id=35785, type=1
2014-12-18 02:59:49:0384, list_mouseexited
2014-12-18 02:59:51:0272, diag_itementered, id=35785, type=1
2014-12-18 02:59:55:0640, diag_itemexited, id=35785, type=1
2014-12-18 02:59:56:0139, diag_itementered, id=123, type=1
2014-12-18 03:00:22:0925, diag_itemexited, id=123, type=1
2014-12-18 03:00:23:0440, list_mouseentered, id=35785, type=1
2014-12-18 03:00:23:0440, list_mousemoved, id=35785, type=1
2014-12-18 03:00:23:0455, list_mousemoved, id=35785, type=1
2014-12-18 03:00:23:0471, list_mousemoved, id=35785, type=1
2014-12-18 03:00:23:0486, list_mousemoved, id=35785, type=1
2014-12-18 03:00:23:0486, list_mousemoved, id=35785, type=1
2014-12-18 03:00:23:0502, list_mousemoved, id=35785, type=1
2014-12-18 03:00:23:0518, list_mousemoved, id=35785, type=1
2014-12-18 03:00:23:0518, list_mousemoved, id=35785, type=1
2014-12-18 03:00:23:0533, list_mousemoved, id=35785, type=1
2014-12-18 03:00:23:0549, list_mousemoved, id=35785, type=1
2014-12-18 03:00:23:0564, list_mousemoved, id=35785, type=1
2014-12-18 03:00:23:0564, list_mousemoved, id=35785, type=1
2014-12-18 03:00:23:0580, list_mousemoved, id=35785, type=1
2014-12-18 03:00:23:0596, list_mousemoved, id=35785, type=1
2014-12-18 03:00:23:0611, list_mousemoved, id=35785, type=1
2014-12-18 03:00:23:0627, list_mouseexited
2014-12-18 03:00:26:0466, search_update, network
2014-12-18 03:00:40:0426, search_update, networking
2014-12-18 03:00:55:0277, list_mouseentered, id=33960, type=1
2014-12-18 03:00:55:0277, list_mousemoved, id=33960, type=1
2014-12-18 03:00:55:0293, list_mousemoved, id=33960, type=1
2014-12-18 03:00:55:0308, list_mousemoved, id=33960, type=1
2014-12-18 03:00:55:0324, list_mousemoved, id=33960, type=1
2014-12-18 03:00:55:0340, list_mouseexited
2014-12-18 03:00:58:0553, diag_itementered, id=62929, type=1
2014-12-18 03:00:59:0302, diag_itemexited, id=62929, type=1
2014-12-18 03:01:01:0938, diag_itementered, id=62929, type=1
2014-12-18 03:01:02:0781, diag_itemexited, id=62929, type=1
2014-12-18 03:01:02:0874, diag_itementered, id=62929, type=1
2014-12-18 03:01:03:0077, diag_itemexited, id=62929, type=1
2014-12-18 03:01:26:0961, setup_loaddata_begin
2014-12-18 03:01:27:0008, setup_loaddata_end
2014-12-18 03:01:27:0008, setup_createactions_begin
2014-12-18 03:01:27:0008, setup_createactions_end
2014-12-18 03:01:37:0117, setup_loaddata_begin
2014-12-18 03:01:37:0148, setup_loaddata_end
2014-12-18 03:01:37:0164, setup_createactions_begin
2014-12-18 03:01:37:0164, setup_createactions_end
2014-12-18 03:01:37:0304, setup_loaddata_begin
2014-12-18 03:01:39:0051, setup_loaddata_end
2014-12-18 03:01:39:0051, setup_createactions_begin
2014-12-18 03:01:39:0098, setup_createactions_end
2014-12-18 03:01:39:0192, setup_loaddata_begin
2014-12-18 03:01:40:0908, setup_loaddata_end
2014-12-18 03:01:40:0908, setup_createactions_begin
2014-12-18 03:01:40:0939, setup_createactions_end
2014-12-18 03:01:51:0656, setup_loaddata_begin
2014-12-18 03:01:54:0059, setup_loaddata_end
2014-12-18 03:01:54:0074, setup_createactions_begin
2014-12-18 03:01:54:0090, setup_createactions_end
2014-12-18 03:02:05:0572, setup_loaddata_begin
2014-12-18 03:02:07:0818, setup_loaddata_end
2014-12-18 03:02:07:0834, setup_createactions_begin
2014-12-18 03:02:07:0849, setup_createactions_end
2014-12-18 03:02:14:0947, diag_itemexited, id=4, type=4
2014-12-18 03:02:14:0963, diag_itementered, id=40471, type=1
2014-12-18 03:02:22:0264, diag_itemexited, id=40471, type=1
2014-12-18 03:02:22:0326, diag_itemexited, id=4, type=4
2014-12-18 03:02:22:0623, diag_itementered, id=2968, type=1
2014-12-18 03:02:30:0423, diag_itemexited, id=2968, type=1
2014-12-18 03:02:30:0516, diag_itementered, id=2968, type=1
2014-12-18 03:02:49:0627, diag_itemexited, id=2968, type=1
2014-12-18 03:02:50:0469, diag_itementered, id=22115, type=1
2014-12-18 03:02:50:0516, diag_itemexited, id=22115, type=1
2014-12-18 03:02:51:0109, diag_itementered, id=37628, type=1
2014-12-18 03:02:51:0124, diag_itemexited, id=37628, type=1
2014-12-18 03:02:51:0436, list_mouseentered, id=37628, type=1
2014-12-18 03:02:51:0436, list_mousemoved, id=37628, type=1
2014-12-18 03:02:51:0452, list_mousemoved, id=37628, type=1
2014-12-18 03:02:51:0467, list_mousemoved, id=37628, type=1
2014-12-18 03:02:51:0467, list_mousemoved, id=37628, type=1
2014-12-18 03:02:51:0499, list_mousemoved, id=37628, type=1
2014-12-18 03:02:51:0530, list_mousemoved, id=37628, type=1
2014-12-18 03:02:51:0545, list_mousemoved, id=37628, type=1
2014-12-18 03:02:51:0545, list_mousemoved, id=37628, type=1
2014-12-18 03:02:51:0577, list_mousemoved, id=37628, type=1
2014-12-18 03:02:51:0592, list_mousemoved, id=37628, type=1
2014-12-18 03:02:51:0608, list_mousemoved, id=37628, type=1
2014-12-18 03:02:51:0639, list_mousemoved, id=37628, type=1
2014-12-18 03:02:51:0639, list_mouseexited
2014-12-18 03:02:53:0885, search_update, socket
2014-12-18 03:02:55:0243, list_mouseexited
2014-12-18 03:03:03:0355, setup_loaddata_begin
2014-12-18 03:03:05:0944, setup_loaddata_end
2014-12-18 03:03:05:0944, setup_createactions_begin
2014-12-18 03:03:05:0976, setup_createactions_end
2014-12-18 03:03:14:0446, setup_loaddata_begin
2014-12-18 03:03:17:0504, setup_loaddata_end
2014-12-18 03:03:17:0504, setup_createactions_begin
2014-12-18 03:03:17:0520, setup_createactions_end
2014-12-18 03:03:20:0889, setup_loaddata_begin
2014-12-18 03:03:23:0105, setup_loaddata_end
2014-12-18 03:03:23:0105, setup_createactions_begin
2014-12-18 03:03:23:0136, setup_createactions_end
2014-12-18 03:03:28:0440, diag_itementered, id=51574, type=1
2014-12-18 03:03:28:0487, diag_itemexited, id=51574, type=1
2014-12-18 03:03:28:0986, diag_itementered, id=51574, type=1
2014-12-18 03:03:29:0189, diag_itemexited, id=51574, type=1
2014-12-18 03:03:29:0672, diag_itemexited, id=4, type=4
2014-12-18 03:03:29:0672, diag_itementered, id=31693, type=1
2014-12-18 03:03:33:0307, diag_itemexited, id=31693, type=1
2014-12-18 03:03:33:0463, diag_itemexited, id=4, type=4
2014-12-18 03:03:33:0572, diag_itementered, id=382, type=1
2014-12-18 03:03:33:0650, diag_itemexited, id=382, type=1
2014-12-18 03:03:33:0837, diag_itemexited, id=4, type=4
2014-12-18 03:03:33:0837, diag_itementered, id=31693, type=1
2014-12-18 03:03:34:0040, diag_itemexited, id=31693, type=1
2014-12-18 03:03:34:0103, diag_itemexited, id=4, type=4
2014-12-18 03:03:34:0103, diag_itementered, id=382, type=1
2014-12-18 03:03:34:0165, diag_itemexited, id=382, type=1
2014-12-18 03:03:34:0680, diag_itementered, id=51574, type=1
2014-12-18 03:03:39:0079, diag_itemexited, id=51574, type=1
2014-12-18 03:03:39:0173, diag_itementered, id=49379, type=1
2014-12-18 03:03:39:0220, diag_itemexited, id=49379, type=1
2014-12-18 03:03:39:0500, diag_itemexited, id=1, type=4
2014-12-18 03:03:39:0500, diag_itementered, id=27129, type=1
2014-12-18 03:04:00:0888, diag_itemexited, id=27129, type=1
2014-12-18 03:04:00:0951, diag_itemexited, id=1, type=4
2014-12-18 03:04:01:0325, diag_itementered, id=49379, type=1
2014-12-18 03:04:01:0372, diag_itemexited, id=49379, type=1
2014-12-18 03:04:01:0715, diag_itementered, id=27129, type=1
2014-12-18 03:04:01:0762, diag_itemexited, id=27129, type=1
2014-12-18 03:04:04:0804, diag_itemexited, id=2, type=4
2014-12-18 03:04:04:0819, diag_itementered, id=25331, type=1
2014-12-18 03:04:04:0866, diag_itemexited, id=25331, type=1
2014-12-18 03:04:04:0913, diag_itementered, id=27240, type=1
2014-12-18 03:04:04:0975, diag_itemexited, id=27240, type=1
2014-12-18 03:04:05:0397, diag_itementered, id=27240, type=1
2014-12-18 03:04:05:0428, diag_itemexited, id=27240, type=1
2014-12-18 03:04:05:0443, diag_itementered, id=3, type=0
2014-12-18 03:04:05:0490, diag_itemexited, id=3, type=0
2014-12-18 03:04:05:0553, diag_itemexited, id=3, type=4
2014-12-18 03:04:05:0553, diag_itementered, id=4, type=0
2014-12-18 03:04:05:0599, diag_itemexited, id=4, type=0
2014-12-18 03:04:22:0650, setup_loaddata_begin
2014-12-18 03:04:22:0760, setup_loaddata_end
2014-12-18 03:04:22:0760, setup_createactions_begin
2014-12-18 03:04:22:0760, setup_createactions_end
2014-12-18 03:04:26:0535, diag_itementered, id=62929, type=1
2014-12-18 03:04:26:0597, diag_itemexited, id=62929, type=1
2014-12-18 03:04:26:0909, diag_itementered, id=64038, type=1
2014-12-18 03:04:26:0940, diag_itemexited, id=64038, type=1
2014-12-18 03:04:27:0315, diag_itementered, id=64038, type=1
2014-12-18 03:04:27:0642, diag_itemexited, id=64038, type=1
2014-12-18 03:04:30:0497, diag_itementered, id=33960, type=1
2014-12-18 03:04:31:0075, diag_itemexited, id=33960, type=1
2014-12-18 03:04:31:0917, diag_itementered, id=62929, type=1
2014-12-18 03:04:57:0049, diag_itemexited, id=62929, type=1
2014-12-18 03:04:57:0158, diag_itemexited, id=2, type=4
2014-12-18 03:04:57:0657, diag_itemexited, id=2, type=4
2014-12-18 03:04:57:0673, diag_itementered, id=2, type=0
2014-12-18 03:04:57:0704, diag_itemexited, id=2, type=0
2014-12-18 03:04:58:0453, diag_itemexited, id=1, type=4
2014-12-18 03:04:58:0453, diag_itementered, id=1, type=0
2014-12-18 03:04:58:0983, edge_create, Tuple[0,1,0.19010353253399181,1,0.0,1418932071870,1418932071870]
2014-12-18 03:04:58:0983, edge_create, Tuple[1,2,0.3006953801209946,1,0.0,1418932071870,1418932071870]
2014-12-18 03:04:58:0999, edge_create, Tuple[1,3,0.12185495099619348,1,0.0,1418932071870,1418932071870]
2014-12-18 03:04:59:0014, pattern_open, 1
2014-12-18 03:04:59:0014, diag_itemclicked, id=1, type=0
2014-12-18 03:04:59:0202, diag_itemexited, id=1, type=0
2014-12-18 03:05:00:0138, diag_detail_itementered, id=0.3006953801209946, type=1
2014-12-18 03:05:00:0153, diag_detail_itemexited, id=0.3006953801209946, type=1
2014-12-18 03:05:00:0621, diag_detail_itementered, id=0.19010353253399181, type=1
2014-12-18 03:05:00:0621, diag_detail_itemexited, id=0.19010353253399181, type=1
2014-12-18 03:05:01:0308, list_mouseentered, type=detailRelatedList, item=27129
2014-12-18 03:05:01:0838, list_mouseexited, type=detailRelatedList
2014-12-18 03:05:03:0102, list_mouseentered, type=detailRelatedList, item=27065
2014-12-18 03:05:03:0554, list_mouseexited, type=detailRelatedList
2014-12-18 03:05:06:0237, diag_itemexited, id=4, type=4
2014-12-18 03:05:06:0503, diag_itementered, id=4, type=0
2014-12-18 03:05:06:0534, diag_itemexited, id=4, type=0
2014-12-18 03:05:06:0939, diag_itemexited, id=4, type=4
2014-12-18 03:05:06:0939, diag_itementered, id=4, type=0
2014-12-18 03:05:07:0376, diag_itemexited, id=4, type=0
2014-12-18 03:05:07:0376, diag_itementered, id=3, type=0
2014-12-18 03:05:09:0139, diag_itemexited, id=3, type=0
2014-12-18 03:05:09:0139, diag_itementered, id=4, type=0
2014-12-18 03:05:10:0153, diag_itemexited, id=4, type=0
2014-12-18 03:05:10:0153, diag_itementered, id=3, type=0
2014-12-18 03:05:12:0197, diag_itemexited, id=3, type=0
2014-12-18 03:05:12:0197, diag_itementered, id=4, type=0
2014-12-18 03:05:12:0665, diag_itemexited, id=4, type=0
2014-12-18 03:05:12:0711, diag_itemexited, id=4, type=4
2014-12-18 03:05:12:0774, diag_itemexited, id=2, type=4
2014-12-18 03:05:12:0774, diag_itementered, id=2, type=0
2014-12-18 03:05:13:0725, diag_itemexited, id=2, type=0
2014-12-18 03:05:13:0757, diag_itemexited, id=2, type=4
2014-12-18 03:05:13:0881, diag_itemexited, id=2, type=4
2014-12-18 03:05:13:0881, diag_itementered, id=2, type=0
2014-12-18 03:05:13:0913, diag_itemexited, id=2, type=0
2014-12-18 03:05:14:0209, diag_itemexited, id=1, type=4
2014-12-18 03:05:14:0209, diag_itementered, id=1, type=0
2014-12-18 03:05:24:0193, diag_itemexited, id=1, type=0
2014-12-18 03:05:24:0224, diag_itemexited, id=1, type=4
2014-12-18 03:05:24:0256, diag_itementered, id=22115, type=1
2014-12-18 03:05:24:0302, diag_itemexited, id=22115, type=1
2014-12-18 03:05:24:0583, diag_itemexited, id=2, type=4
2014-12-18 03:05:24:0583, diag_itementered, id=2, type=0
2014-12-18 03:05:29:0201, edge_create, Tuple[0,1,0.41525161702600133,1,0.0,1418932071870,1418932071870]
2014-12-18 03:05:29:0201, edge_create, Tuple[1,2,0.018144482528124284,1,0.0,1418932071870,1418932071870]
2014-12-18 03:05:29:0201, edge_create, Tuple[1,3,0.4810455573995017,1,0.0,1418932071870,1418932071870]
2014-12-18 03:05:29:0216, edge_create, Tuple[1,4,0.4022816656033791,1,0.0,1418932071870,1418932071870]
2014-12-18 03:05:29:0232, pattern_open, 2
2014-12-18 03:05:29:0232, diag_itemclicked, id=2, type=0
2014-12-18 03:05:30:0995, diag_itemexited, id=2, type=0
2014-12-18 03:05:31:0088, diag_detail_itementered, id=0.018144482528124284, type=1
2014-12-18 03:05:31:0135, diag_detail_itemexited, id=0.018144482528124284, type=1
2014-12-18 03:05:31:0135, diag_detail_itementered, id=1920203435, type=3
2014-12-18 03:05:31:0447, diag_detail_itemexited, id=1920203435, type=3
2014-12-18 03:05:31:0619, diag_detail_itementered, id=0.018144482528124284, type=1
2014-12-18 03:05:31:0634, diag_detail_itemexited, id=0.018144482528124284, type=1
2014-12-18 03:05:31:0946, diag_detail_itementered, id=23445, type=1
2014-12-18 03:05:32:0352, diag_detail_itemexited, id=23445, type=1
2014-12-18 03:05:32:0368, diag_detail_itementered, id=0.018144482528124284, type=1
2014-12-18 03:05:32:0414, diag_detail_itemexited, id=0.018144482528124284, type=1
2014-12-18 03:05:32:0430, diag_detail_itementered, id=0.4810455573995017, type=1
2014-12-18 03:05:32:0446, diag_detail_itemexited, id=0.4810455573995017, type=1
2014-12-18 03:05:32:0742, diag_detail_itementered, id=65035, type=1
2014-12-18 03:05:34:0552, diag_detail_itemexited, id=65035, type=1
2014-12-18 03:05:34:0552, diag_detail_itementered, id=0.4022816656033791, type=1
2014-12-18 03:05:34:0567, diag_detail_itemexited, id=0.4022816656033791, type=1
2014-12-18 03:05:34:0895, diag_detail_itementered, id=65035, type=1
2014-12-18 03:05:42:0804, diag_detail_itemexited, id=65035, type=1
2014-12-18 03:05:43:0101, diag_detail_itementered, id=0.41525161702600133, type=1
2014-12-18 03:05:43:0116, diag_detail_itemexited, id=0.41525161702600133, type=1
2014-12-18 03:05:43:0241, diag_detail_itementered, id=0.41525161702600133, type=1
2014-12-18 03:05:43:0272, diag_detail_itemexited, id=0.41525161702600133, type=1
2014-12-18 03:05:43:0428, diag_detail_itementered, id=2, type=0
2014-12-18 03:05:44:0349, diag_detail_itemexited, id=2, type=0
2014-12-18 03:05:44:0926, diag_detail_itementered, id=23106, type=1
2014-12-18 03:06:21:0976, diag_detail_itemexited, id=23106, type=1
2014-12-18 03:06:22:0054, diag_detail_itementered, id=0.018144482528124284, type=1
2014-12-18 03:06:22:0070, diag_detail_itemexited, id=0.018144482528124284, type=1
2014-12-18 03:06:22:0382, list_mouseentered, type=detailRelatedList, item=23445
2014-12-18 03:06:22:0397, list_mouseexited, type=detailRelatedList
2014-12-18 03:06:26:0485, search_update, regex
2014-12-18 03:06:29:0277, list_mouseentered, id=22115, type=1
2014-12-18 03:06:29:0277, list_mousemoved, id=22115, type=1
2014-12-18 03:06:29:0293, list_mousemoved, id=22115, type=1
2014-12-18 03:06:29:0308, list_mousemoved, id=22115, type=1
2014-12-18 03:06:29:0324, list_mousemoved, id=22115, type=1
2014-12-18 03:06:29:0324, list_mousemoved, id=22115, type=1
2014-12-18 03:06:29:0340, list_mousemoved, id=22115, type=1
2014-12-18 03:06:29:0355, list_mousemoved, id=22115, type=1
2014-12-18 03:06:29:0371, list_mouseexited
2014-12-18 03:06:30:0088, diag_itementered, id=22115, type=1
2014-12-18 03:06:31:0212, edge_create, Tuple[0,1,0.6750885831284968,4,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0212, answer_create, 22132
2014-12-18 03:06:31:0212, edge_create, Tuple[1,2,0.493846397170874,4,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0212, answer_create, 22133
2014-12-18 03:06:31:0212, edge_create, Tuple[1,3,0.6101577655827468,4,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0227, answer_create, 22142
2014-12-18 03:06:31:0227, edge_create, Tuple[1,4,0.678978580369551,4,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0227, answer_create, 22163
2014-12-18 03:06:31:0227, edge_create, Tuple[1,5,0.5690171848071642,4,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0227, answer_create, 245381
2014-12-18 03:06:31:0227, edge_create, Tuple[1,6,0.4813965464800698,4,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0227, answer_create, 280105
2014-12-18 03:06:31:0227, edge_create, Tuple[1,7,0.2741667902173335,4,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0227, answer_create, 412989
2014-12-18 03:06:31:0227, edge_create, Tuple[1,8,0.5588596022731421,4,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0227, answer_create, 1590630
2014-12-18 03:06:31:0227, edge_create, Tuple[1,9,0.06035867684581542,4,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0227, answer_create, 12151715
2014-12-18 03:06:31:0227, edge_create, Tuple[1,10,0.41764117910701504,4,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0227, edge_create, Tuple[0,11,0.6386870682155867,1,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0227, edge_create, Tuple[11,12,0.5150602714965307,1,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0245, edge_create, Tuple[11,13,0.6301678511052115,1,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0245, edge_create, Tuple[11,14,0.39570915736850143,1,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0260, edge_create, Tuple[11,15,0.9934133705732444,1,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0260, edge_create, Tuple[11,16,0.4348143480829618,1,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0276, edge_create, Tuple[11,17,0.05594188710127301,1,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0276, edge_create, Tuple[11,18,0.6119026340784257,1,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0307, edge_create, Tuple[11,19,0.40312930117748835,1,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0307, edge_create, Tuple[11,20,0.7449681159993045,1,0.0,1418932071870,1418932071870]
2014-12-18 03:06:31:0323, edge_create, Tuple[11,21,0.5947264775136242,1,0.0,1418932071870,1418932071870]
