2014-12-08 06:41:36:0008, setup_loaddata_begin
2014-12-08 06:41:38:0254, setup_loaddata_end
2014-12-08 06:41:38:0301, setup_createactions_begin
2014-12-08 06:41:38:0488, setup_createactions_end
2014-12-08 06:41:54:0416, search_update, XML
2014-12-08 06:50:59:0466, diag_itemexited, id=1, type=4
2014-12-08 06:50:59:0466, diag_itementered, id=1, type=0
2014-12-08 06:50:59:0481, diag_itemexited, id=1, type=0
2014-12-08 06:51:01:0759, setup_loaddata_begin
2014-12-08 06:51:01:0775, setup_loaddata_end
2014-12-08 06:51:01:0775, setup_createactions_begin
2014-12-08 06:51:01:0775, setup_createactions_end
2014-12-08 06:51:02:0477, diag_itemexited, id=1, type=4
2014-12-08 06:51:03:0163, diag_itemexited, id=1, type=4
2014-12-08 06:51:05:0316, setup_loaddata_begin
2014-12-08 06:51:05:0394, setup_loaddata_end
2014-12-08 06:51:05:0394, setup_createactions_begin
2014-12-08 06:51:05:0394, setup_createactions_end
2014-12-08 06:51:14:0114, setup_loaddata_begin
2014-12-08 06:51:14:0161, setup_loaddata_end
2014-12-08 06:51:14:0161, setup_createactions_begin
2014-12-08 06:51:14:0161, setup_createactions_end
2014-12-08 06:51:18:0843, setup_loaddata_begin
2014-12-08 06:51:18:0937, setup_loaddata_end
2014-12-08 06:51:18:0937, setup_createactions_begin
2014-12-08 06:51:18:0937, setup_createactions_end
2014-12-08 06:51:25:0582, setup_loaddata_begin
2014-12-08 06:51:25:0614, setup_loaddata_end
2014-12-08 06:51:25:0614, setup_createactions_begin
2014-12-08 06:51:25:0614, setup_createactions_end
2014-12-08 06:51:28:0174, setup_loaddata_begin
2014-12-08 06:51:28:0190, setup_loaddata_end
2014-12-08 06:51:28:0190, setup_createactions_begin
2014-12-08 06:51:28:0190, setup_createactions_end
2014-12-08 06:51:28:0938, diag_itemexited, id=1, type=4
2014-12-08 06:51:29:0547, diag_itemexited, id=1, type=4
2014-12-08 06:51:31:0575, setup_loaddata_begin
2014-12-08 06:51:31:0590, setup_loaddata_end
2014-12-08 06:51:31:0590, setup_createactions_begin
2014-12-08 06:51:31:0590, setup_createactions_end
2014-12-08 06:51:32:0386, diag_itementered, id=40480, type=1
2014-12-08 06:51:32:0402, diag_itemexited, id=40480, type=1
2014-12-08 06:51:34:0258, diag_itemexited, id=2, type=4
2014-12-08 06:51:34:0258, diag_itementered, id=2, type=0
2014-12-08 06:51:34:0383, diag_itemexited, id=2, type=0
2014-12-08 06:51:34:0570, diag_itemexited, id=2, type=4
2014-12-08 06:51:36:0645, setup_loaddata_begin
2014-12-08 06:51:36:0661, setup_loaddata_end
2014-12-08 06:51:36:0661, setup_createactions_begin
2014-12-08 06:51:36:0661, setup_createactions_end
2014-12-08 06:51:37:0363, diag_itemexited, id=1, type=4
2014-12-08 06:51:38:0065, diag_itemexited, id=1, type=4
2014-12-08 06:51:44:0835, setup_loaddata_begin
2014-12-08 06:51:44:0851, setup_loaddata_end
2014-12-08 06:51:44:0851, setup_createactions_begin
2014-12-08 06:51:44:0851, setup_createactions_end
2014-12-08 06:51:49:0250, setup_loaddata_begin
2014-12-08 06:51:49:0265, setup_loaddata_end
2014-12-08 06:51:49:0281, setup_createactions_begin
2014-12-08 06:51:49:0281, setup_createactions_end
2014-12-08 06:51:49:0843, diag_itementered, id=40480, type=1
2014-12-08 06:51:49:0889, diag_itemexited, id=40480, type=1
2014-12-08 06:51:54:0772, diag_itementered, id=36701, type=1
2014-12-08 06:51:59:0952, diag_itemexited, id=36701, type=1
2014-12-08 06:52:00:0139, diag_itementered, id=36701, type=1
2014-12-08 06:52:00:0295, diag_itemexited, id=36701, type=1
2014-12-08 06:52:00:0388, diag_itementered, id=36701, type=1
2014-12-08 06:52:15:0099, diag_itemexited, id=36701, type=1
2014-12-08 06:52:15:0146, diag_itementered, id=36701, type=1
2014-12-08 06:52:15:0224, diag_itemexited, id=36701, type=1
2014-12-08 06:52:50:0683, list_mouseentered, id=36701, type=1
2014-12-08 06:52:50:0683, list_mousemoved, id=36701, type=1
2014-12-08 06:52:50:0715, list_mousemoved, id=36701, type=1
2014-12-08 06:52:50:0730, list_mousemoved, id=40480, type=1
2014-12-08 06:52:50:0730, list_mousemoved, id=40480, type=1
2014-12-08 06:52:50:0761, list_mouseexited
2014-12-08 06:52:51:0651, setup_loaddata_begin
2014-12-08 06:52:53:0507, setup_loaddata_end
2014-12-08 06:52:53:0507, setup_createactions_begin
2014-12-08 06:52:53:0538, setup_createactions_end
2014-12-08 06:52:56:0331, list_mouseentered, id=3049, type=1
2014-12-08 06:52:56:0331, list_mousemoved, id=3049, type=1
2014-12-08 06:52:56:0362, list_mousemoved, id=24723, type=1
2014-12-08 06:52:56:0377, list_mousemoved, id=24723, type=1
2014-12-08 06:52:56:0393, list_mousemoved, id=24723, type=1
2014-12-08 06:52:56:0424, list_mouseexited
2014-12-08 06:53:02:0758, search_update, recommendation
2014-12-08 06:53:09:0107, search_update, advice
2014-12-08 06:53:15:0846, list_mouseexited
2014-12-08 06:53:17:0999, list_pattern_mouseentered, id=1, type=0
2014-12-08 06:53:17:0999, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0015, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0030, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0046, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0062, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0077, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0093, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0093, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0108, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0124, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0155, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0514, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0530, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0545, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0545, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0561, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0576, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0592, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0608, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0608, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0623, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:18:0639, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:18:0639, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:18:0670, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:18:0686, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:18:0686, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:18:0701, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:18:0717, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:18:0732, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:18:0748, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:18:0748, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:18:0764, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:18:0779, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:18:0795, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:18:0810, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:18:0826, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:18:0842, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:18:0888, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:19:0310, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:19:0310, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:19:0325, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:19:0341, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:19:0356, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:19:0372, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:19:0388, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:19:0388, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:19:0403, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0419, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0434, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0434, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0450, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0466, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0481, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0497, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0512, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0528, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0544, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0559, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0575, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0590, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0622, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0637, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0637, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0668, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0684, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0715, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0731, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0746, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0762, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0778, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0778, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0809, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0824, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0824, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0840, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0856, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0871, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0887, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0902, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0918, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0934, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0949, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0965, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0980, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:19:0996, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:20:0012, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:20:0027, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:20:0511, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:20:0511, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:21:0728, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:21:0743, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:21:0759, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:21:0759, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:21:0775, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:21:0790, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:21:0806, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:21:0821, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:21:0837, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:21:0837, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:21:0853, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:21:0868, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:21:0884, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:21:0884, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:21:0899, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:21:0915, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:21:0931, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:21:0931, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:21:0946, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:21:0962, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:21:0977, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:21:0977, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:22:0009, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:22:0024, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:22:0040, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:22:0071, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:23:0319, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:23:0319, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:23:0335, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:23:0350, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:23:0366, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:23:0381, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:23:0381, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:23:0397, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:23:0413, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:23:0522, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:23:0537, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:23:0553, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:23:0553, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:23:0569, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:23:0647, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:23:0943, list_pattern_itemclicked, id=4, type=0
2014-12-08 06:53:23:0990, edge_create, Tuple[0,1,0.5687638050902798,1,0.0,1418082096554,1418082096554]
2014-12-08 06:53:23:0990, edge_create, Tuple[1,2,0.12472532486525445,1,0.0,1418082096554,1418082096554]
2014-12-08 06:53:23:0990, edge_create, Tuple[1,3,0.48440849058531454,1,0.0,1418082096554,1418082096554]
2014-12-08 06:53:24:0005, edge_create, Tuple[1,4,0.8285655232423654,1,0.0,1418082096554,1418082096554]
2014-12-08 06:53:24:0005, edge_create, Tuple[1,5,0.6468171425269728,1,0.0,1418082096554,1418082096554]
2014-12-08 06:53:24:0021, edge_create, Tuple[1,6,0.8207960553061581,1,0.0,1418082096554,1418082096554]
2014-12-08 06:53:24:0021, edge_create, Tuple[0,7,0.8554617964421223,2,1.0,1418082096554,1418082096554]
2014-12-08 06:53:24:0021, pattern_create, 3
2014-12-08 06:53:24:0021, edge_create, Tuple[7,8,0.22092422071408824,2,1.0,1418082096554,1418082096554]
2014-12-08 06:53:24:0052, pattern_open, 4
2014-12-08 06:53:24:0193, list_pattern_mouseexited
2014-12-08 06:53:24:0193, list_mouseentered, type=detailAnswersList
2014-12-08 06:53:25:0597, list_mouseexited, type=detailAnswersList
2014-12-08 06:53:51:0742, list_pattern_mouseentered, id=4, type=0
2014-12-08 06:53:51:0742, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:51:0758, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:51:0774, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:51:0789, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:51:0805, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:51:0820, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:51:0820, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:51:0836, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:51:0852, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:51:0867, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:51:0867, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:51:0883, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:51:0898, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:51:0914, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:51:0930, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:51:0930, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:52:0522, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:52:0538, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:52:0538, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:52:0554, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:52:0569, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:52:0585, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:52:0600, list_pattern_mousemoved, id=4, type=0
2014-12-08 06:53:52:0600, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:52:0616, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:52:0632, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:52:0647, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:52:0663, list_pattern_mousemoved, id=3, type=0
2014-12-08 06:53:52:0678, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:52:0678, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:52:0694, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:52:0710, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:52:0725, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:52:0741, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:52:0756, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:52:0756, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:52:0928, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:52:0944, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:52:0959, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:52:0975, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:52:0975, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:52:0990, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:53:0006, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:53:0022, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:53:0037, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:53:0053, list_pattern_mousemoved, id=2, type=0
2014-12-08 06:53:53:0053, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:53:0068, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:53:0084, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:53:0100, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:53:0115, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:53:0115, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:53:0131, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:53:0146, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:53:0162, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:53:0178, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:53:0193, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:53:0193, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:53:0209, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:53:0224, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:53:0256, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:55:0954, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:55:0970, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:55:0986, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:55:0986, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0001, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0017, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0032, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0032, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0048, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0064, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0079, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0095, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0110, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0110, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0126, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0142, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0157, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0173, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0188, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0204, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0204, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0220, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0235, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0266, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0282, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0719, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0719, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0735, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0750, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0766, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0781, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0781, list_pattern_mousemoved, id=1, type=0
2014-12-08 06:53:56:0797, list_pattern_mouseexited
