Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"3587484","1","3644140","","2010-08-27 19:24:45","0","265","<p>I read where you can have Ruby on Rails running in WebSphere and I think I might try it.  If I make the website in RoR in WebSphere but later want to run just ruby on rails with with Apache, can I do that?  I want websphere because I'll want it for other things but I have another problem where the same website will suffice but cannot take the overhead of websphere (but can ror).</p>

<p>Thanks.</p>
","28045","","","","","2010-09-04 21:55:37","Ruby on Rails and WebSphere Can I have both and either?","<ruby-on-rails><websphere>","1","","","",""
"3593861","1","3593873","","2010-08-29 07:01:59","4","586","<p>I recently started learning Python. Not yet ventured into coding.
During one of my learning sessions, i came accross the term Jython.</p>

<p>I googled it &amp; got some information.</p>

<p>I would like to know if anyone has implemented any real-world program using Jython.</p>
","459638","","459638","","2010-08-29 07:37:35","2012-01-04 13:04:02","Real-world Jython applications","<python><jython>","4","","","",""
"3628796","1","3629246","","2010-09-02 15:49:14","0","1329","<p>I am working in websphere 7.0.  I use the security from the application server.  I would like to removing the association with the user, so user is redirected to the login page before accessing a secure resource (and request.getUserPrincipal() returns null).</p>

<p>I try : </p>

<p>request.getSession().invalidate();</p>

<p>but the  user principal is still associated.</p>

<p>How could I remove that association?</p>
","438144","","157882","","2010-09-02 16:52:34","2010-09-02 16:52:34","How do I logout from Java EE container managed security?","<java><web-development><servlets><websphere><logout>","1","3","1","",""
"3666875","1","","","2010-09-08 10:42:38","0","216","<p>What is IBM's answer to JDeveloper?</p>
","442278","","251173","","2010-09-08 11:11:16","2010-09-08 11:11:16","Oracle has JDeveloper, IBM has WHAT?","<ide><rad><ibm>","1","1","","",""
"3670237","1","","","2010-09-08 17:14:28","112","15613","<p>I'm stuck on whether I should focus on Play or Lift for doing web development in Scala.</p>

<p>Play looks very polished.  The Scala-specific tutorial looks amazing.  Furthermore, since I've been coding in MVC frameworks for a long time, it looks super familiar.  However, it doesn't look like it can easily accomplish all the brilliant things that Lift can do.  For instance, I can't find anywhere where it mentions Comet or Jetty Continuations.  Furthermore, I kind of like the ""View First"" methodology in Lift because instead of using one controller, it lets me use a ton of snippets to piece together a page.</p>

<p>Lift looks brilliant, but leaves me with a lot of questions unanswered.  Being highly stateful looks like it opens up a lot of possibilities, but I wonder how it'll turn out in practice.  The book on Lift is a bit of a mess, and so is the wiki.  The ""Getting Started"" page is badly formatted and is no match for Play's tutorial.</p>

<p>Does Play support Jetty Continuations?</p>

<p>Is it painful to get started with Lift doing normal web application development?</p>

<p>How does Lift's statefulness work out in practice?  How do you cope with web servers going down in Lift?  If I'm using Lift, and I push a new version of my code on a daily basis, does that mean I have to restart the application, and does that mean everyone's session gets wiped out?</p>

<p>Does Lift's statefulness actually make it easier to code?</p>

<p>What happens if someone messes around with the back button in Lift?  What happens if a user is bouncing back and forth between several tabs?</p>

<p>Thanks, guys!</p>
","442674","","","","","2012-03-27 09:30:45","Should I use Play or Lift for doing web development in Scala?","<scala><lift><playframework>","14","7","44","",""
"3800725","1","","","2010-09-27 02:20:34","2","502","<p>I have an XSL file and an XSD file on my local disk.</p>

<p>The XSL file is supposed to transform the XSD file to OWL format.</p>

<p>What freeware tool can I use apply this transformation? Thanks.</p>
","459077","","","","","2010-09-27 09:12:47","Tool to apply XSL to XSD?","<xml><xslt>","4","2","2","",""
"4031275","1","4033708","","2010-10-27 08:36:38","5","1149","<p>For servlet lifecycle stuff, what do you guys recommend doing in response to an exception...</p>

<p>For example,</p>

<pre><code>public class Foo implements ServletContextListener {

    @Override
    public void contextInitialized(ServletContextEvent event) {
        try {
           // something nasty
        } catch (Exception e) {
            throw new RuntimeException(e);
        }
    }

    @Override
    public void contextDestroyed(ServletContextEvent event) {
        try {
           // something nasty
        } catch (Exception e) {
            throw new RuntimeException(e);
        }
    }
</code></pre>

<p>I'm not entirely sure what will handle the runtime exception above. I'm working from the idea that if exceptions are thrown here, they're serious enough to break the system completely so an (unhandled) runtime exception <em>may</em> be ok.</p>

<p>I guess I'm asking what handles unchecked exceptions from servlet context listeners?</p>

<p>Thanks in advance</p>
","233266","","233266","","2012-02-08 08:18:47","2012-02-08 08:18:47","Prefered way to handle Java exceptions in ServletContextListener","<java><servlets><java-ee>","4","","2","",""
"4033765","1","","","2010-10-27 13:28:40","2","1222","<p>I built a Play app and tried to deploy on weblogic using the following commands:</p>

<pre><code>play war -o myApp myApp
</code></pre>

<p>Later I just deployed the exploded war directory to weblogic, everything worked fine but everytime I try to access a route. I get the following error:</p>

<pre><code>Not found

GET /myApp/params
</code></pre>

<p>This is a rest service not an application with UI's. I tried to deploy on tomcat and everything worked fine but I had to make the application context root to be /. I tried the same thing with weblogic but it did not work.</p>

<p>Here is my route file:</p>

<pre><code>GET     /                                        Application.index

GET  /sectorinformer/{telephone}  Application.show

GET     /sectorinformer/public/                     staticDir:public

*       /{controller}/{action}                  {controller}.{action}
</code></pre>

<p>And here is my controller code:</p>

<pre><code>package controllers;

import models.InstalAddress;
import models.SectorInfo;
import play.Logger;
import play.mvc.Controller;

public class Application extends Controller {

    public static void index() {
       render();
}

public static void show(String telephone) {
    Logger.debug(""Starting request"");
    Logger.debug(""domain: '%s'"", request.domain);
    String instalAddressId = InstalAddress.getInstalAddressId(telephone);
    SectorInfo si = new SectorInfo();
    si.initializeSectorInfo(instalAddressId);
    renderXml(si.generateXmlResponse());
}

}
</code></pre>

<p>Thanks in advance for any help.</p>
","481633","","481633","","2010-10-28 19:05:02","2011-05-04 03:22:28","Play framework weblogic 10.3.3.0 deployment","<deployment><weblogic-10.x><playframework>","4","1","","",""
"4084101","1","4084327","","2010-11-03 03:58:09","0","218","<p>When shutting down my project's WebSphere-based JavaEE application, distributed transactions are sometimes left alive in the SQLServer 2005 database. These retain their locks forever and must be killed manually. They are described generally in <a href=""http://www.sqlserverclub.com/articles/how-to-deal-with-negative-spids-in-sql-server.aspx"" rel=""nofollow"">this very good article</a>.</p>

<p>The article talks about how the transaction coordinator is unable to co-ordinate the distributed transaction participants and so flags the transaction with a process ID of -2.</p>

<p>Given that we get this issue infrequently, but that it always happens when we shut down the application, I am not convinced it is a failure of the MSDTC. It is more likely to have something to do with WebSphere and how it terminates applications.</p>

<p>I would like to test it.  But I cannot reliably make it happen.</p>

<p>Is there any way to force the MSDTC to orphan a SQLServer distributed transaction?</p>
","45525","","","","","2010-11-03 04:53:52","Force MSDTC to orphan a SQLServer distributed transaction","<sql-server><transactions><websphere><msdtc><distributed-transactions>","1","","","",""
"4099184","1","","","2010-11-04 17:01:52","0","1359","<p>I want to change the class loader delegation order on a web module deployed to WAS6.1 from it's default of parent first to parent last.  The reason is I would like to use JSF 1.2 etc and WAS6.1 doesn't normally support it.</p>

<p>In the integrated solutions console for the locally deployed instance, under <code>Enterprise Applications &gt; MyAppEAR  &gt; Manage Modules &gt; MyApp.war</code> the Class loader order drop down is greyed out.</p>

<ol>
<li>Why is it greyed out?</li>
<li>How can I ungrey it out?</li>
<li>Would it be better to put a directive in the deployment descriptor?</li>
<li>If the answer to (3) is anything other than No, please can you specify exactly the code to do this.</li>
</ol>

<p>I can't for the life of me find the answers to these questions on the web.</p>
","259453","","","","","2012-06-20 11:53:23","WebSphere 6.1 Change Class loader order","<websphere-6.1>","2","","","",""
"4159802","1","4194224","","2010-11-11 22:15:33","15","6461","<p>How can I restart a Java AWT application? I have a button to which I have attached an event handler. What code should I use to restart the application?</p>

<p>I want to do the same thing that <code>Application.Restart()</code> do in a C# application.</p>
","233932","","213269","","2011-07-23 14:15:48","2011-07-23 14:15:48","How can I restart a Java application?","<java><restart><application-restart>","7","6","6","",""
"4161213","1","4219328","","2010-11-12 02:51:42","1","1875","<p>Environment: WinXP.
RAD: Version: 7.5.3 (Eclipse 3.4.2)
Websphere 6.1</p>

<p>I have two web projects on my local RAD environment and 4 or 5 sub jar projects. When I change classes in debug and regular start mode, the files don't get copied to the server for runtime.</p>

<p>So, normally I have to restart the server completely or add/remove the project all together.</p>

<p>I may make a change to Servlet.java</p>

<p>When I do ""publish"", the ear/application seems to restart, but my changes are not there. So I normally restart the server. This is a productivity killer.</p>

<p>Additional settings:</p>

<pre><code>* Publish automatically turned off.
* Minimize resources. Use workspace.
</code></pre>

<p>What can I do to make sure that the classes get copied over.</p>

<p>My theories:</p>

<p>I have parent_first/application for the class loader/war settings.  Is that an issue?
Maybe I should remove the ear and add it back to websphere
I did a clean on the server?</p>
","10522","","","","","2010-11-18 20:37:23","RAD won't deploy class files to running websphere server (local development0","<java><java-ee><websphere><rad><ibm>","3","1","","",""
"4188028","1","","","2010-11-15 19:26:17","2","176","<p>I have to do a design decision for deployment here is the requirement </p>

<ol>
<li>There is a web server and a app-server(JBOSS 5.1) </li>
<li>Application dinamic content should be there in the app server </li>
<li>Web server should contain the static content like html, pdf, images etc. (As per client) </li>
</ol>

<p>My Questions: </p>

<ul>
<li>First of all is this a correct approach ? </li>
<li>we have a app server why do we need another webserver? </li>
<li>If we use the web server to hide the app server why do we need to put the static content to the web server? </li>
</ul>

<p>Thanks in advance </p>

<p>Amit </p>
","508657","","834","","2011-03-13 08:54:52","2011-03-13 08:54:52","Deployment of static content","<web-development>","3","","","",""
"4237146","1","","","2010-11-21 09:10:32","2","798","<p>I've been asked to get a web application running in WebSphere using RAD 8.0.1, which isn't my usual app.server or development environment.</p>

<p>I'm starting off simple, using the default Ajax Test Server, but from what I can see, the default for a Dynamic Web Application is Servlets 2.5. Is there something buried in the twisty little maze of config dialogs to set it to Servlets 3.0, or must I handle that manually?</p>
","514990","","21234","","2012-02-09 16:32:01","2012-02-09 16:32:01","Using Servlets 3 in IBM RAD 8?","<websphere><rad><servlet-3.0>","2","","","",""
"4300522","1","","","2010-11-29 03:00:31","1","142","<p>I am currently taking a year off between high school and college (computer science).</p>

<p>I'm pretty good with Visual basic (unfortunately, this is the only language my school offered in High School). I've dabbled in some PHP, and have pretty good knowledge of broad programming principals and concepts.</p>

<p>I'm more interested in web programming then conventional, but I'd like to do both.</p>

<p>What are some good languages I should pick up over this next eight months, and what are some good, (tough but attainable) goals I should set for myself in this time frame?</p>

<p>Thanks!</p>
","493531","","","","","2011-04-25 20:45:17","What should I aim to learn over the next 8 months?","<programming-languages>","6","2","","",""
"4372361","1","4433472","","2010-12-07 00:35:19","0","1311","<p>In J2EE 6 you can expose your EJB session bean as a REST web service as below</p>

<pre><code>@Stateless
@Path(""/test"")
public class TestSessionBean {
  @GET
  @Produces(""application/xml"")
  public String getTest() {
    return ""&lt;?xml version='1.0' encoding='UTF-8'?&gt;&lt;val&gt;test session bean&lt;/val&gt;"";
  }
}
</code></pre>

<p>This works when I packaged the EJB in the .war, however, when I try to package my project into separate web and ejb modules inside an EAR I get an HTML 404 not found error.</p>

<p>Can someone please explain?</p>

<p>I'm using Glassfish v3 </p>

<p>Here is my web.xml</p>

<pre><code>&lt;servlet&gt;
    &lt;servlet-name&gt;TaskRestService&lt;/servlet-name&gt;
    &lt;servlet-class&gt;com.sun.jersey.spi.container.servlet.ServletContainer&lt;/servlet-class&gt;
  &lt;load-on-startup&gt;1&lt;/load-on-startup&gt;


&lt;/servlet&gt;
&lt;servlet-mapping&gt;
  &lt;servlet-name&gt;TaskRestService&lt;/servlet-name&gt;
&lt;url-pattern&gt;/services/*&lt;/url-pattern&gt;
&lt;/servlet-mapping&gt;
</code></pre>
","283779","","","","","2010-12-13 21:02:40","Exposing EJB method as REST service","<rest><ejb>","1","","1","",""
"4402416","1","4416674","","2010-12-09 19:47:21","0","1308","<p>I am just dealing with a new scenario for me, which I believe might be common to some :)..</p>

<p>As per requirements I need to build a user experience to be like a synchronous on-line transaction for a web service call, which actually delegates the call to a IBM MQ Series using an asynchronous JMS-MQ Bridge. </p>

<p>The client calls the web service and than his message should be published in a JMS queue on the App server which will be delivered to WebSphere MQ and than after processing a response will delivered back to App server in a FIXED JMS queue endpoint. </p>

<p>The requirement deals with this transaction that will need to time out in case WebSphere MQ does not delivery the response in a defined amount of time, than the web service should send a time-out signal to client and ignore this transaction.</p>

<p>The sketch of the problem follows. </p>

<p>I need to block the request on the web service until the response arrives or time-out.</p>

<p>Than I am looking for some open library to help me on this task. 
Or the only solution is blocking a thread and keep pooling for the response?
Maybe I could implement some block with a listener to be notified when the response arrives? </p>

<p>A bit of discussion would be very helpful for me now to try to clear my ideas on this.
Any suggestions?</p>

<p>I have a sketch that I hope will help clearing the picture ;)</p>

<p><img src=""http://i.stack.imgur.com/cBVwW.jpg"" alt=""alt text""></p>
","442041","","214668","","2011-03-25 04:09:30","2011-03-25 04:09:30","How to wrap a JMS to WebSphere MQ bridge in a synchronous call using the request-reply pattern?","<asynchronous><jms><weblogic><integration><websphere-mq>","2","","","",""
"4515203","1","4592470","","2010-12-23 01:37:15","1","1923","<p>What is the difference between Websphere Message Broker and Websphere MQ? Is there any equivalent terminology for the same in a weblogic environment?
Also, strictly speaking, which one of the two (WMB vs WMQ) is an implementation for JMS API?</p>
","454671","","","","","2011-02-07 23:35:16","websphere message broker vs MQ","<websphere>","2","1","","",""
"4517675","1","4519802","","2010-12-23 10:02:48","2","1130","<p>I read this <a href=""http://publib.boulder.ibm.com/infocenter/wmqv7/v7r0/topic/com.ibm.mq.amqnar.doc/ps10120_.htm"" rel=""nofollow"">article</a> </p>

<p>And still didn't understand the notion of how topics works in MQ.
In JMS I know that you can publish a message on a Topic, and in order to receive a message from it you first need to subscribe to it (using the subscription name at the receive phase).</p>

<p>How it is work in MQ? I want to write a simple scenario of (as in JMS):
<li> 1. Publish to a topic
<li> 2. Receive from a Topic - that will fail (i'm not subscribed yet)
<li> 3. Subscribe
<li> 4. Receive - nothing to receive since I subscribed after the publish
<li> 5. Publish
<li> 6. Receive - successful</p>

<p>A sample code (.NET) would be helpful</p>

<p>Guy</p>
","181970","","214668","","2010-12-23 14:52:17","2011-02-23 13:26:43","Using Websphere MQ Topic .NET API","<.net><websphere-mq><publish-subscribe><mq><websphere-7>","1","","1","",""
"4587174","1","4589077","","2011-01-03 18:32:27","5","598","<p>I'm working on a Java EE 5 application running on Websphere 7.0, and am trying to find a thread-safe and performant way to multi-thread the persistence of database audit log records.  <strong>Are there any known methods for performing multi-threaded audit logging safely and efficiently within a Java EE application?</strong></p>

<p>If you need some background information: the app is a web service, and each request message that it receives results in the creation of 100 or 200 audit log messages which must be persisted to a database.  Originally the audit logging was done with a custom audit handler class that extends java.util.logging.Handler, and the publish method would open a database connection, populate a prepared statement from the LogRecord, and execute the insert.  Since this custom Handler was running within the EJB's thread, audit logging could add up to several seconds to the response time for each request message and was causing SLAs to be missed.</p>

<p>So the audit handler was replaced with a wrapper handler that adds creates a separate thread (<em>yes, with new Thread(), against the rules of Java EE</em>).  The wrapper handler uses a Vector to queue the audit records, and it persists them as fast as possible in the separate thread using the audit handler.</p>

<p>While it breaks the rules of JEE threading, this wrapper has worked quite well... <strong>until we allowed concurrent invocations on the MDB.</strong>  The wrapper has the potential to screw up when multiple EJB invocations are allowed, and potentially will save each log record to the database multiple times.  This seems to indicate that the wrapper or thread creation logic has a bug.</p>

<p>I was going to work on identifying and fixing that problem, but thought I'd first ask SO if there's a better way.</p>
","179233","","","","","2011-01-03 22:37:43","How to multi-thread a Java EE database audit logger?","<java><multithreading><logging><java-ee><websphere-7>","1","3","","",""
"4639643","1","","","2011-01-09 14:22:44","8","3461","<p>When trying to create a HTML page with JSPX you will face the following difficulties:</p>

<ul>
<li>JSPX minimizes tags we don't want it to, for example <code>&lt;div class=""foo""&gt;&lt;/div&gt;</code> becomes <code>&lt;div class=""foo""/&gt;</code> which is interpreted differently by browsers</li>
<li>JSPX tags must be closed, while some HTML tags should remain unclosed, for example <code>&lt;script...&gt;</code>. Self-closed <code>&lt;script.../&gt;</code> tag is not recognized by IE and Firefox.</li>
<li>Specifying HTML5 doctype (<code>&lt;!DOCTYPE html&gt;</code>)</li>
<li>Inline JavaScript</li>
</ul>

<p>This question is a response to a few other that all boil down to the same problem. I couldn't find a comprehensive answer so I'm posting the result of my findings.</p>

<p>Related questions:</p>

<ul>
<li><a href=""http://stackoverflow.com/questions/2058649/jspx-script-element-on-glassfish-v3"">jspx script element on GlassFish v3</a></li>
<li><a href=""http://stackoverflow.com/questions/3907744/keep-jspx-from-creating-self-closing-tags-div-div-div"">Keep JSPX from creating self closing tags (&lt;div&gt;&lt;/div&gt; != &lt;div/&gt;)</a></li>
</ul>
","568731","","157882","","2011-05-09 13:30:27","2011-05-09 13:30:27","How to produce valid HTML with JSPX? (not XHTML)","<html><jsp><html5><jspx>","1","1","2","",""
"4779023","1","4779051","","2011-01-24 05:50:04","0","832","<p>I am adding two JMS messages in the same destination sequentially. Will both of these messages be received in the same order in which I have added them or is there a chance for reverse ordering, that is, which ever the message is received first in the destination will be retrieved first.</p>

<p>I am adding into a destination as:</p>

<pre><code>producer.send(Msg1);
producer.send(Msg2);
</code></pre>

<p><code>Msg1</code> and <code>Msg2</code> will be added sequentially in all the cases (like network failures and latency. etc.)?</p>
","297115","","63550","","2011-11-11 22:43:54","2011-11-11 22:46:20","JMS queue message receive order","<java><jms><ejb-3.0><ejb><openjms>","1","","","",""
"4785918","1","","","2011-01-24 18:56:30","0","469","<p>I have a Jython script that is used to set up a JDBC datasource on a Websphere 7.0 server. I need to set several properties on that datasource. I am using this code, which <strong>works</strong>, unless <code>value</code> is <code>'-'</code>.</p>

<pre><code>def setCustomProperty(datasource, name, value):
    parms = ['-propertyName', name, '-propertyValue', value]
    AdminTask.setResourceProperty(datasource, parms)
</code></pre>

<p>I need to set the <code>dateSeparator</code> property on my datasource to just that - a dash. When I run this script with <code>setCustomProperty(ds, 'dateSeparator', '-')</code> I get an exception that says, ""Invalid property: "". I figured out that it thinks that the dash means that another parameter/argument pair is expected.</p>

<p>Is there any way to get AdminTask to accept a dash?</p>

<p>NOTE: I can't set it via AdminConfig because I cannot find a way to get the id of the right property (I have multiple datasources).</p>
","487663","","487663","","2011-02-04 18:27:39","2011-08-18 18:53:45","How do you escape a dash in Jython/Websphere?","<python><websphere><jython><websphere-7><wsadmin>","2","","","",""
"4794667","1","4798735","","2011-01-25 14:31:44","1","707","<p>I have this strange issue with a JMS binding on a MQ queue with a MDB</p>

<blockquote>
  <p>The Message-Driven EJB: <code>CrbEventMessageAsynchronousService</code> is unable to connect to the JMS destination: <code>queue.contratto.crb.input.publicQueue</code>. The Error was:</p>
  
  <p><code>javax.jms.JMSException</code>: <code>MQJMS1017</code>: non-local MQ queue not valid for receiving or browsing></p>
</blockquote>

<p>I checked on the <code>QueueManager</code> and the mq queue is defined as local and not as remote as said by the exception.</p>
","38058","","21234","","2011-01-25 20:47:53","2011-01-25 20:58:45","JMS MQ binding problem","<java><jms><websphere-mq><mq>","1","","","",""
"4812708","1","4812815","","2011-01-27 04:21:18","0","473","<p>I am using websphere server. I have a servlet which acts as a request processor. Since the request is for (a lot of) background processing, I need to simply create a thread which will do all these background jobs. In the mean time my request processor should return after starting this thread. What I find from looking at the log is as soon as my request processor returns, the background processing thread also seems to exit as it is not giving any log messages. I tried to make background thread a daemon one, but again it is not leaving any log messages. Doesn't the request processor thread which is started by websphere remain alive in the pool of threads for ever? In that case shouldn't my background thread keep on working? Even if the request processor dies, isn't it that given that background thread is a daemon thread, it should keep executing?
Please clarify. If there is any flaw in my understanding of how websphere is managing its threads. Please help me understand it.</p>

<p><strong>EDIT</strong>:Problem has been solved.Actually it was my bad.I was holding back the HttpServletRequest object to work in with in the background thread.But anyhow it was being destroyed once the request has returned from the servlet.So there was some null pointer exception in my background thread and it was exiting.I still have to make out the life cycle of HttpServletRequest object and when exactly it is destroyed.If you can help me understand this,I will be thankful.
Thanks anyway!</p>
","90575","","90575","","2011-01-28 04:16:03","2011-01-28 04:16:03","Keeping child thread running","<java><multithreading><webserver><websphere>","3","2","","",""
"4534501","1","4534594","","2010-12-26 16:15:06","2","75","<p>the charts in question are the <a href=""http://code.google.com/apis/visualization/documentation/gallery/geomap.html"" rel=""nofollow"">Interactive Geo Maps</a></p>

<p>I can't seem to find any alternatives.</p>

<hr>

<p>Any ideas?</p>
","208827","","","","","2010-12-26 16:42:43","Any idea of a similar Charting library? - Google Interactive Charts","<javascript><jquery><flash><google-charts>","1","1","1","",""
"4585842","1","","","2011-01-03 15:43:01","1","543","<p>My google-fu is not turning up very promising results for a SOAP library in java, mostly they are for setting up SOAP services where as I need to communicate WITH such a service.</p>

<p>I realise that SOAP is just a matter of building and parsing XML but ideally I would like object mapping and handling done transparently.</p>

<p>So far I have looked at Apache Axis and X-Fire (now Apache CXF) and both seem to deal more with serving SOAP services than actually working with SOAP services.</p>

<p>Could anyone guide me to any gems for dealing with SOAP or have personal experience dealing with SOAP services in Java.</p>
","354601","","","","","2011-01-03 16:17:19","Whats the best and most comprehencive SOAP library available with relation to querying not serving","<java><soap>","2","2","","",""
"4654680","1","4654920","","2011-01-11 06:00:36","0","181","<p>I have a requirement of restriting access of a web application (pulic url available on www) &amp; allowing it to specified set of clients.</p>

<p>Application details as follows:<br>
Technology Used  – JSP / J2EE<br>
Deployed on   – IBM Webshpere</p>

<p>My problems are:<br>
01. Can this be achieved through client side SSL certificate?<br>
02. Any mechanism of pulbic key / private key technics availble for this<br>
03. Whether these techniques are dependant on browsers type  </p>
","438877","","254643","","2011-01-11 06:03:29","2011-01-11 06:55:55","Restricting access of a Web application using public key/ private key techniques","<java><java-ee><client-server><cli><public-key-encryption>","2","","","",""
"4804374","1","4805014","","2011-01-26 12:06:08","5","1012","<p>My JEE application sends JMS to queue continuously, but sometimes the JMS consumer application stopped receiving JMS. It causes the JMS queue very large even full, that collapses the server.
My server is JBoss or Websphere. Do the application servers provide strategy to remove ""timeout"" JMS messages?</p>

<p>What is strategy to handle large JMS queue? Thanks!</p>
","290629","","290629","","2011-01-26 12:20:00","2011-01-26 13:20:17","JMS queue is full","<java><jboss><jms>","2","","2","",""
"4812480","1","","","2011-01-27 03:38:12","0","104","<p>Sometimes application will throw exception page. thinking of addin a custom friendly error page which user can report to us then we can trace easily.</p>

<p>Initially idea is to add a issue ID, date &amp; time.</p>

<p>Anyone have any suggestions?</p>
","575153","","","","","2011-01-27 04:27:11","Customized Error Page for java application","<java>","2","","","",""
"4817777","1","4822808","","2011-01-27 14:44:26","1","663","<p>Is there a way to just deploy a war in websphere when using RAD?  If you already have the binary.</p>

<p>Rad / 7.5, Websphere6.1</p>
","10522","","","","","2011-01-27 22:42:35","RAD and Websphere: How to deploy a war/binary as opposed to the Java code?","<java><java-ee><websphere>","2","","1","",""
"4831831","1","4850454","","2011-01-28 18:38:27","8","977","<p>I'm currently using IBM Rational Application Development (IBM Eclipse distro) for Portlet development and having a small issue with Maven integration.</p>

<p>Here's the situation:</p>

<p>1) IBM RAD has the ability to deploy a Portlet directly from within itself (RUN/DEBUG)</p>

<p>In this case, I'm not using Maven generated WAR at all because IBM RAD seems to create the WAR themselves automagically and push it to IBM WebSphere Portal. Which isn't a big deal so far.</p>

<p>2) Maven dependencies are not copied to WebContent/WEB-INF/lib directory</p>

<p>IBM has its own directory structure: WebContent/WEB-INF and WebContent/META-INF. If I updated pom.xml to include new dependencies, those JARS will not be copied to the WebContent/WEB-INF/lib directory hence when I wanted to RUN/DEBUG the portlet, those libraries will not be included.</p>

<p>Question:</p>

<p>Is there a way to copy the new JARs automatically to the WebContent/WEB-INF/lib folder as soon as I update the pom.xml? (if so, which lifecycle this should be in?)</p>

<p>If there's no perfect solution for question #1, I don't mind if this step is included in the ""mvn install"" compile/goal. </p>

<p>Prefer not to use ant-task but instead maven own copy utility if exist. </p>

<p>If anyone has suggestions how to integrate Maven and IBM RAD for WebSphere Portlet development, feel free to add more answers.</p>

<p>Thanks</p>
","191372","","","","","2011-11-22 01:29:51","Maven to copy JAR when adding dependencies","<java><maven><portlet><ibm-rad>","2","1","2","",""
"4913405","1","4913471","","2011-02-06 12:53:05","1","1001","<p>I run a WebSphere 7.0 Portal. One has to log in to be able to see any information which is fine for all portlets. But additionally there are a couple of servlets that a deploy in the same war file that produce some raw data for AJAX-scripts.</p>

<p>Currently one can bypass the authentication from WebSphere Portal if one knows the URL to that particular servlet. I want to change this and check if the user is currently logged in to the Portal. How do I do this? I tried <code>((PumaHome) new InitialContext().lookup(new CompositeName(PumaHome.JNDI_NAME))).getProfile().getCurrentUser();</code> but this returns null.</p>
","327301","","","","","2011-02-06 13:12:25","Websphere 7 Portal: Servlet checking for login status to Portal?","<authentication><servlets><websphere-portal>","1","","0","",""
"4966936","1","4967120","","2011-02-11 08:23:38","0","69","<p>I thought of re-framing this question once again, to make it clear. Thanks a lot the comments.
I am developing a web application in which I am making use of widgets. </p>

<p>Take a real use case scenario, suppose USER-A logins into the my web app and he uses some widgets say A,B and C widgets. He places Widget A in the center, WIDGET-B on to the top right hand side and WIDGET-C on to the left hand side of the page.</p>

<p>USER_B logins into my system and uses the some widgets and places the widgets in different positions since widgets are made draggable and resizable. When the user publishes the page the widget should appear exactly in the same position exactly in the same position where he/she placed. </p>

<p>We are using Jquery HTML5 at the front end and servlet and my sql at the back end.</p>
","449344","","21234","","2011-02-11 08:49:32","2011-02-11 09:24:06","How do generate dynamic web page with in the same web application","<web-development><widget>","2","1","","",""
